latitude,longitude,depth,mag,magType,gap,dmin,rms,id,place,depthError,magError,magNst,year,month,time_seconds,country
29.1576,85.322,10.0,4.3,mb,100.0,5.092,0.81,usb000s2vj,"20 km SSE of Saga, China",1.9,0.101,28.0,2014.0,8.0,1407044782.0,China
11.8708,93.6433,129.36,4.7,mb,40.0,0.906,0.78,usb000rzhf,"100 km ENE of Port Blair, India",5.2,0.069,63.0,2014.0,8.0,1406996339.0,India
12.5741,95.5532,21.24,4.0,mb,122.0,2.895,0.98,usb000s2pq,"Andaman Islands, India region",8.3,0.26,4.0,2014.0,8.0,1406941320.0,India region
33.9035,72.4189,35.0,4.1,mb,107.0,0.751,1.26,usb000rzds,"6 km W of Hazro City, Pakistan",2.0,0.184,8.0,2014.0,8.0,1406939290.0,Pakistan
11.9976,95.1248,10.0,4.6,mb,86.0,2.355,1.06,usb000s2pb,"261 km E of Port Blair, India",1.9,0.128,18.0,2014.0,8.0,1406929624.0,India
12.4019,95.5705,10.0,4.6,mb,111.0,2.863,1.3,usb000s2pc,"Andaman Islands, India region",1.9,0.129,18.0,2014.0,8.0,1406927468.0,India region
24.3849,94.7039,85.67,4.7,mb,57.0,2.839,1.12,usb000s2p9,"68 km ESE of W?ngjing, India",8.1,0.12,21.0,2014.0,8.0,1406924870.0,India
12.0898,95.6271,25.63,4.1,mb,174.0,5.229,0.89,usb000s2pg,"Andaman Islands, India region",8.7,0.262,4.0,2014.0,8.0,1406910021.0,India region
12.3436,95.0439,26.23,5.1,mb,79.0,2.352,0.78,usb000s24x,"261 km ENE of Port Blair, India",4.9,0.106,29.0,2014.0,7.0,1406828048.0,India
12.4743,95.2033,10.0,4.9,mb,42.0,2.539,0.82,usb000ryxu,"282 km ENE of Port Blair, India",1.8,0.07,65.0,2014.0,7.0,1406828009.0,India
12.4404,95.3165,10.0,4.6,mb,110.0,2.634,0.52,usb000s24c,"292 km ENE of Port Blair, India",1.9,0.193,8.0,2014.0,7.0,1406816471.0,India
12.4337,95.2033,10.0,5.8,mww,61.0,2.527,0.98,usb000ryuh,"280 km ENE of Port Blair, India",1.8,0.0959090909090909,114.08468667644496,2014.0,7.0,1406814060.0,India
22.4269,94.6179,121.57,4.6,mb,66.0,4.401,0.71,usb000s1e1,"63 km WNW of Monywa, Myanmar",6.3,0.117,22.0,2014.0,7.0,1406629404.0,Myanmar
23.7831,94.4006,41.3,4.1,mb,160.0,2.917,0.64,usb000s1er,"15 km N of Mawlaik, Myanmar",13.5,0.214,6.0,2014.0,7.0,1406619761.0,Myanmar
14.3603,93.0904,12.0,5.3,mwb,28.0,2.709,1.18,usb000ry7u,"297 km N of Bamboo Flat, India",1.7,0.046,46.0,2014.0,7.0,1406617627.0,India
33.1264,76.3749,17.03,4.0,mb,148.0,2.65,0.83,usb000rx2e,"60 km ESE of Kishtw?r, India",5.0,0.298,5.0,2014.0,7.0,1406264176.0,India
26.2364,89.5355,14.91,4.0,mb,146.0,2.193,1.26,usb000rwbx,"13 km SE of Koch Bih?r, India",5.2,0.156,16.0,2014.0,7.0,1406072115.0,India
26.0259,89.5651,8.4,4.2,mb,127.0,2.115,0.82,usb000rwbn,"14 km WNW of Nageswari, Bangladesh",3.4,0.104,38.0,2014.0,7.0,1406069909.0,Bangladesh
26.0035,89.7033,16.03,4.3,mb,147.0,1.988,0.8,usb000rz7m,"4 km NNE of Nageswari, Bangladesh",3.5,0.169,11.0,2014.0,7.0,1406062481.0,Bangladesh
21.7702,93.5718,54.58,4.5,mb,193.0,4.093,0.8,usb000rz2i,"96 km S of Hakha, Myanmar",10.6,0.156,12.0,2014.0,7.0,1405839061.0,Myanmar
24.156,94.4741,81.69,4.2,mb,152.0,2.762,0.48,usb000rwlm,"57 km N of Mawlaik, Myanmar",12.2,0.2,7.0,2014.0,7.0,1405291847.0,Myanmar
30.9429,86.3943,12.25,4.1,mb,142.0,4.274,1.29,usb000rs8i,"211 km NNE of Saga, China",4.0,0.101,27.0,2014.0,7.0,1405119923.0,China
29.4202,81.099,16.32,4.4,mb,130.0,7.901,0.88,usb000rv4l,"23 km NE of Dipayal, Nepal",5.5,0.179,14.0,2014.0,7.0,1404751032.0,Nepal
30.3227,80.3415,43.73,4.1,mb,146.0,6.862,1.11,usc000rqyt,"55 km NNW of Dh?rchula, India",6.9,0.213,7.0,2014.0,7.0,1404658093.0,India
25.0114,94.1629,69.7,4.3,mb,118.0,2.16,0.72,usb000rvv3,"31 km NE of Imph?l, India",7.9,0.168,10.0,2014.0,7.0,1404245189.0,India
11.6352,93.4306,37.53,4.4,mb,124.0,0.673,0.62,usb000rvmt,"74 km E of Port Blair, India",11.3,0.191,9.0,2014.0,6.0,1403935026.0,India
8.9101,93.7767,43.21,4.2,mb,143.0,2.911,0.48,usc000rrp6,"Nicobar Islands, India region",8.0,0.16,11.0,2014.0,6.0,1403802768.0,India region
23.153,94.2199,64.24,4.1,mb,153.0,2.423,0.9,usb000rvze,"57 km SSW of Mawlaik, Myanmar",12.1,0.234,5.0,2014.0,6.0,1403581945.0,Myanmar
34.2742,83.2671,48.86,4.1,mb,94.0,8.081,0.88,usb000rh8f,western Xizang,6.2,0.135,20.0,2014.0,6.0,1403213087.0,western Xizang
24.7211,95.1007,101.17,4.3,mb,86.0,3.058,1.19,usc000rh4v,"105 km E of W?ngjing, India",7.8,0.169,13.0,2014.0,6.0,1403060649.0,India
32.3316,76.4467,33.51,4.2,mb,146.0,2.977,1.49,usc000rgty,"17 km NE of Dharamsala, India",6.3,0.121,25.0,2014.0,6.0,1403026270.0,India
10.3833,93.925,73.8,4.4,mb,136.0,5.931,0.76,usc000rmsq,"191 km SE of Port Blair, India",10.0,0.127,20.0,2014.0,6.0,1402954201.0,India
26.8748,92.5167,10.0,4.3,mb,91.0,3.072,1.21,usc000rfff,"15 km WNW of Rang?p?ra, India",1.9,0.142,18.0,2014.0,6.0,1402723467.0,India
29.3624,86.2519,15.43,4.0,mb,97.0,4.261,1.12,usc000rf4z,"99 km E of Saga, China",2.3,0.164,13.0,2014.0,6.0,1402676186.0,China
33.292,75.5807,42.74,5.0,mb,91.0,1.965,1.14,usc000rf2p,"16 km N of Doda, India",5.2,0.062,87.0,2014.0,6.0,1402666372.0,India
23.2957,94.3076,45.51,4.2,mb,125.0,3.178,0.61,usc000rdzi,"39 km SSW of Mawlaik, Myanmar",10.5,0.2,11.0,2014.0,6.0,1402499251.0,Myanmar
31.3833,86.3077,10.0,4.0,mb,140.0,4.481,1.32,usc000rdqf,"250 km NNE of Saga, China",1.9,0.156,13.0,2014.0,6.0,1402447705.0,China
10.9021,91.8209,27.97,4.0,mb,197.0,1.175,0.38,usc000rlqs,"131 km SW of Port Blair, India",7.4,0.183,8.0,2014.0,6.0,1402429545.0,India
24.1878,91.5293,31.79,4.1,mb,127.0,1.404,0.78,usc000rn31,"13 km NNW of Khowai, India",5.8,0.158,11.0,2014.0,6.0,1402335623.0,India
19.6266,96.1897,27.03,4.6,mb,44.0,2.725,0.84,usc000rcpy,"12 km S of Pyinmana, Myanmar",5.0,0.088,39.0,2014.0,6.0,1402218902.0,Myanmar
23.3067,94.1108,67.31,4.4,mb,100.0,3.047,0.77,usc000rcms,"47 km SW of Mawlaik, Myanmar",8.3,0.104,27.0,2014.0,6.0,1402179801.0,Myanmar
30.2645,81.6031,27.1,4.5,mb,88.0,7.844,1.09,usc000rity,"41 km E of Burang, China",4.4,0.18,9.0,2014.0,6.0,1402123252.0,China
22.5351,93.3926,55.25,4.6,mb,67.0,1.623,0.59,usc000rarb,"25 km WSW of Hakha, Myanmar",6.1,0.071,60.0,2014.0,6.0,1401866414.0,Myanmar
16.5243,95.6809,22.44,4.7,mb,35.0,3.658,0.87,usc000r9hr,"9 km NNW of Kyaiklat, Myanmar",4.8,0.063,76.0,2014.0,5.0,1401557507.0,Myanmar
26.5567,90.227,10.0,4.0,mb,146.0,1.766,1.15,usc000rgqv,"17 km NNW of Kokrajhar, India",1.9,0.129,16.0,2014.0,5.0,1401431868.0,India
24.2536,94.4977,85.55,4.6,mb,75.0,2.731,0.36,usc000r8fh,"57 km SE of W?ngjing, India",8.3,0.097,32.0,2014.0,5.0,1401333826.0,India
25.2405,95.1224,97.0,4.4,mb,90.0,4.079,0.86,usb000r69q,"78 km SE of Phek, India",5.0,0.085,40.0,2014.0,5.0,1401247151.0,India
18.2012,88.0376,47.23,6.0,mww,38.0,5.59,0.63,usb000qy82,"276 km SE of Kon?rka, India",3.7,0.1082181818181818,131.50263994337683,2014.0,5.0,1400689314.0,India
26.4109,92.9493,52.02,4.2,mb,86.0,1.294,1.14,usb000qtv9,"28 km SSE of Tezpur, India",9.4,0.236,5.0,2014.0,5.0,1400441635.0,India
12.1894,95.2604,28.78,4.5,mb,172.0,7.041,1.18,usc000r92m,"279 km ENE of Port Blair, India",7.3,0.222,6.0,2014.0,5.0,1399883610.0,India
7.7746,94.3282,72.05,4.4,mb,70.0,3.628,0.92,usc000r8zn,"Nicobar Islands, India region",7.3,0.098,30.0,2014.0,5.0,1399806686.0,India region
13.4908,93.505,51.61,4.3,mb,83.0,1.969,0.57,usb000r6k6,"215 km NNE of Bamboo Flat, India",8.2,0.116,23.0,2014.0,5.0,1399667003.0,India
26.3678,68.3887,15.35,4.6,mb,83.0,8.399,0.78,usb000qez2,"11 km SE of Daur, Pakistan",4.3,0.061,79.0,2014.0,5.0,1399593011.0,Pakistan
26.3599,68.4009,15.57,4.3,mb,89.0,8.4,0.76,usb000qey2,"13 km N of Nawabshah, Pakistan",4.4,0.08,45.0,2014.0,5.0,1399590466.0,Pakistan
26.3868,68.3579,14.73,4.5,mb,100.0,8.396,0.79,usb000qexd,"8 km SSE of Daur, Pakistan",3.1,0.078,48.0,2014.0,5.0,1399589475.0,Pakistan
32.9768,91.9182,10.0,4.0,mb,86.0,3.333,1.16,usb000r6g7,"166 km N of Nagqu, China",1.9,0.126,17.0,2014.0,5.0,1399567062.0,China
32.2305,95.6182,10.0,4.4,mb,71.0,4.606,1.01,usb000q8wr,"191 km NW of Qamdo, China",1.7,0.085,45.0,2014.0,5.0,1399169189.0,China
32.0181,95.7687,15.03,4.0,mb,84.0,4.609,0.69,usb000q8ua,"166 km NW of Qamdo, China",6.2,0.111,22.0,2014.0,5.0,1399165186.0,China
35.2274,72.186,39.36,3.9,mwr,106.0,1.809,1.39,usb000q8cr,"27 km NNE of Kakad Wari Dir Upper, Pakistan",7.5,0.086,13.0,2014.0,5.0,1399142979.0,Pakistan
31.7368,69.9299,27.84,4.8,mb,94.0,2.893,0.67,usb000q6av,"54 km WSW of Kulachi, Pakistan",4.0,0.069,65.0,2014.0,5.0,1398951612.0,Pakistan
13.6122,92.937,28.8,4.1,mb,79.0,1.953,1.27,usb000q65l,"212 km N of Bamboo Flat, India",5.0,0.13,16.0,2014.0,5.0,1398905771.0,India
23.157,94.3501,89.17,4.3,mb,122.0,2.541,0.62,usb000qwhh,"54 km S of Mawlaik, Myanmar",10.4,0.168,10.0,2014.0,4.0,1398844017.0,Myanmar
15.3152,96.461,24.4,4.1,mb,175.0,3.925,0.6,usb000qr0x,"136 km SE of Pyapon, Myanmar",7.0,0.261,6.0,2014.0,4.0,1398583795.0,Myanmar
35.2063,70.4059,71.39,4.6,mb,77.0,1.302,0.59,usb000q0la,"52 km WSW of P?r?n, Afghanistan",6.4,0.083,46.0,2014.0,4.0,1398534534.0,Afghanistan
22.6909,96.0692,13.14,4.1,mb,156.0,4.702,0.88,usb000qqug,"40 km ENE of Shwebo, Myanmar",5.8,0.151,15.0,2014.0,4.0,1398379790.0,Myanmar
32.8041,73.4085,45.53,4.0,mb,248.0,0.852,0.59,usb000prjm,"25 km NNW of Mandi Bahauddin, Pakistan",7.1,0.184,8.0,2014.0,4.0,1397938354.0,Pakistan
34.1021,76.2379,34.0,4.1,mb,133.0,2.511,1.1,usb000pr2b,"51 km SSE of Kargil, India",6.2,0.185,8.0,2014.0,4.0,1397896160.0,India
11.0186,93.4677,148.61,4.2,mb,179.0,0.951,0.67,usb000qq46,"106 km SE of Port Blair, India",8.4,0.186,9.0,2014.0,4.0,1397473641.0,India
31.498,86.4077,27.65,4.1,mb,87.0,4.444,0.91,usc000phn5,"266 km NNE of Saga, China",5.4,0.151,13.0,2014.0,4.0,1397320383.0,China
34.7341,69.5329,26.78,4.0,mb,121.0,0.447,0.76,usb000qpvi,"17 km SW of Tag?b, Afghanistan",5.9,0.164,11.0,2014.0,4.0,1397296239.0,Afghanistan
12.2036,93.1363,68.97,4.8,mb,90.0,7.886,1.03,usc000pfib,"72 km NE of Bamboo Flat, India",6.4,0.067,72.0,2014.0,4.0,1397177105.0,India
25.461,93.8616,52.33,4.4,mb,60.0,3.434,1.03,usc000p7dd,"34 km SW of Koh?ma, India",7.4,0.102,32.0,2014.0,4.0,1396766278.0,India
23.0504,93.1676,41.45,4.2,mb,102.0,1.454,1.24,usc000p4ip,"13 km SE of North Vanlaiphai, India",8.0,0.125,20.0,2014.0,4.0,1396594663.0,India
26.2313,92.9947,41.23,4.4,mb,78.0,3.746,0.96,usc000nz4i,"28 km NNE of Hoj?i, India",8.1,0.082,47.0,2014.0,4.0,1396374304.0,India
12.6077,95.2356,10.0,4.1,mb,155.0,6.807,1.03,usb000pmi8,"290 km ENE of Port Blair, India",1.9,0.174,11.0,2014.0,3.0,1396240592.0,India
31.4096,86.4486,25.85,4.2,mb,43.0,4.378,0.97,usc000nx1a,"259 km NNE of Saga, China",2.9,0.136,16.0,2014.0,3.0,1396202290.0,China
31.3961,86.4624,13.47,5.3,mb,35.0,4.363,1.11,usc000nx0f,"258 km NNE of Saga, China",3.6,0.052,129.0,2014.0,3.0,1396199414.0,China
26.4089,95.8483,97.33,4.1,mb,114.0,3.689,0.83,usc000nu6m,"72 km SSE of Khonsa, India",7.5,0.157,20.0,2014.0,3.0,1395976193.0,India
34.7251,73.6564,23.8,4.7,mb,73.0,1.118,1.18,usc000nsmp,"42 km NNE of Muzaffar?b?d, Pakistan",5.2,0.08,50.0,2014.0,3.0,1395905968.0,Pakistan
33.2857,73.4733,5.32,4.0,mb,251.0,0.402,0.7,usc000nrug,"2 km SSW of Nazir Town, Pakistan",2.4,0.195,8.0,2014.0,3.0,1395863529.0,Pakistan
13.8067,92.8859,32.1,4.6,mb,124.0,7.433,0.79,usc000p59t,"233 km N of Bamboo Flat, India",4.0,0.157,14.0,2014.0,3.0,1395822880.0,India
7.9903,94.674,9.16,4.3,mb,170.0,3.553,0.68,usc000p4py,"242 km NNW of Sabang, Indonesia",4.0,0.189,9.0,2014.0,3.0,1395780537.0,Indonesia
7.7455,94.5529,10.21,4.6,mb,76.0,3.451,1.12,usc000nq8d,"221 km NNW of Sabang, Indonesia",2.4,0.105,30.0,2014.0,3.0,1395780418.0,Indonesia
22.9777,94.2498,86.24,4.5,mb,61.0,2.424,0.64,usc000nkwj,"59 km E of Falam, Myanmar",6.4,0.083,46.0,2014.0,3.0,1395477334.0,Myanmar
7.7544,94.71,10.03,4.6,mb,108.0,3.352,1.01,usc000nkeq,"216 km NNW of Sabang, Indonesia",2.7,0.116,31.0,2014.0,3.0,1395436264.0,Indonesia
7.7739,94.2368,10.0,4.7,mb,61.0,3.693,0.92,usc000njvr,"240 km NNW of Sabang, Indonesia",1.8,0.134,22.0,2014.0,3.0,1395416905.0,Indonesia
7.7994,93.6917,10.0,4.3,mb,182.0,11.249,0.69,usc000nuyc,"277 km NW of Sabang, Indonesia",1.9,0.189,11.0,2014.0,3.0,1395416061.0,Indonesia
7.7145,94.5986,10.0,4.5,mb,83.0,3.397,1.35,usc000nuy6,"216 km NNW of Sabang, Indonesia",1.9,0.18,12.0,2014.0,3.0,1395414547.0,Indonesia
7.7877,94.2322,10.0,4.8,mb,63.0,3.706,1.41,usc000njtm,"241 km NNW of Sabang, Indonesia",1.7,0.168,14.0,2014.0,3.0,1395413399.0,Indonesia
7.7396,93.6332,10.0,4.7,mb,87.0,11.332,1.2,usc000nuyp,"276 km NW of Sabang, Indonesia",1.9,0.138,19.0,2014.0,3.0,1395411863.0,Indonesia
7.7902,94.2711,10.0,4.8,mb,158.0,3.68,1.1,usc000nuzi,"239 km NNW of Sabang, Indonesia",1.9,0.176,12.0,2014.0,3.0,1395411381.0,Indonesia
7.9977,94.4797,10.0,4.7,mb,154.0,6.692,1.1,usc000nuxx,"250 km NNW of Sabang, Indonesia",1.9,0.275,6.0,2014.0,3.0,1395410631.0,Indonesia
7.7692,94.7052,10.0,4.9,mb,98.0,6.398,1.27,usc000nuxw,"218 km NNW of Sabang, Indonesia",1.9,0.28,7.0,2014.0,3.0,1395410073.0,Indonesia
7.7448,94.3342,21.54,6.4,mww,35.0,3.604,1.14,usc000njrq,"232 km NNW of Sabang, Indonesia",3.3,0.12867272727272724,150.39237829768643,2014.0,3.0,1395409269.0,Indonesia
24.1764,94.2542,60.59,4.0,mb,159.0,6.171,0.46,usc000njr9,"45 km SE of Kakching, India",9.2,0.134,16.0,2014.0,3.0,1395405594.0,India
31.565,73.8172,46.03,4.3,mb,116.0,2.13,0.8,usc000nidv,"2 km NNW of Chak Five Hundred Seventy-five, Pakistan",6.4,0.148,16.0,2014.0,3.0,1395324865.0,Pakistan
23.362,94.4366,71.15,4.5,mb,37.0,2.662,0.83,usc000nhzd,"31 km S of Mawlaik, Myanmar",6.4,0.096,37.0,2014.0,3.0,1395288021.0,Myanmar
13.9102,94.0153,34.2,4.4,mb,194.0,6.281,0.69,usc000nujm,"282 km NNE of Bamboo Flat, India",6.7,0.24,6.0,2014.0,3.0,1395237733.0,India
22.9114,95.9723,22.09,4.4,mb,71.0,3.987,0.91,usc000nfvi,"47 km NE of Shwebo, Myanmar",5.4,0.096,33.0,2014.0,3.0,1395170445.0,Myanmar
12.8824,95.5253,35.0,4.2,mb,107.0,6.418,0.82,usc000nswq,"Andaman Islands, India region",2.0,0.236,6.0,2014.0,3.0,1395146923.0,India region
23.8952,93.8661,63.44,4.3,mb,115.0,2.377,1.07,usc000nnyl,"52 km SSE of Chur?ch?ndpur, India",8.5,0.217,8.0,2014.0,3.0,1394860152.0,India
7.7631,94.3128,10.0,5.5,mww,62.0,3.631,0.95,usc000nb99,"235 km NNW of Sabang, Indonesia",1.7,0.12583636363636366,89.4469261525789,2014.0,3.0,1394804286.0,Indonesia
13.6975,92.9178,35.0,4.8,mb,56.0,2.036,1.08,usc000n7lq,"222 km N of Bamboo Flat, India",1.9,0.071,67.0,2014.0,3.0,1394537034.0,India
12.4854,93.2534,68.68,4.1,mb,98.0,0.963,0.58,usc000nnrt,"104 km NE of Bamboo Flat, India",7.5,0.261,7.0,2014.0,3.0,1394406073.0,India
19.1942,95.7207,24.93,5.1,mb,33.0,2.122,0.58,usc000n5yd,"56 km ESE of Myaydo, Myanmar",3.6,0.054,118.0,2014.0,3.0,1394380979.0,Myanmar
34.452,80.1638,36.09,4.4,mb,133.0,5.779,1.18,usc000nnq9,"239 km E of Leh, India",7.7,0.17,12.0,2014.0,3.0,1394284142.0,India
31.6755,91.1309,15.49,4.7,mb,53.0,1.966,0.98,usc000n4qy,"90 km WNW of Nagqu, China",3.5,0.06,92.0,2014.0,3.0,1394181717.0,China
11.0427,91.8594,29.74,4.6,mb,232.0,1.06,1.2,usc000n8xu,"118 km SW of Bamboo Flat, India",10.4,0.222,6.0,2014.0,3.0,1393653988.0,India
25.3458,96.5402,49.69,4.1,mb,121.0,4.24,0.34,usc000n8xs,"86 km W of Myitkyina, Myanmar",6.4,0.262,4.0,2014.0,3.0,1393644126.0,Myanmar
23.7432,91.3541,37.8,3.9,mb,140.0,1.093,0.64,usb000mywm,"10 km S of R?n?r B?z?r, India",3.3,0.193,7.0,2014.0,2.0,1393593090.0,India
24.4736,93.7131,59.51,4.4,mb,94.0,2.005,0.68,usc000mypg,"7 km WSW of Moir?ng, India",7.7,0.109,24.0,2014.0,2.0,1393448335.0,India
27.013,92.5521,53.66,4.4,mb,67.0,1.57,0.96,usc000mx12,"22 km NNW of Rang?p?ra, India",7.0,0.091,35.0,2014.0,2.0,1393175092.0,India
30.0104,76.1747,16.02,4.6,mb,146.0,4.391,0.82,usb000n1g8,"18 km ESE of Dirba, India",4.9,0.223,6.0,2014.0,2.0,1392965207.0,India
13.8225,92.8729,26.97,4.4,mb,89.0,2.157,0.51,usb000n0s2,"235 km N of Bamboo Flat, India",5.9,0.123,19.0,2014.0,2.0,1392822129.0,India
9.9019,93.8018,120.55,4.0,mb,91.0,2.029,0.88,usb000mycj,"226 km SSE of Port Blair, India",6.9,0.172,13.0,2014.0,2.0,1392527964.0,India
24.4221,89.4984,14.43,4.2,mb,151.0,2.424,1.23,usb000my4j,"21 km W of Sirajganj, Bangladesh",4.8,0.167,10.0,2014.0,2.0,1392383445.0,Bangladesh
22.6262,94.5476,92.4,4.5,mb,91.0,2.684,0.56,usb000my32,"83 km NW of Monywa, Myanmar",9.6,0.181,13.0,2014.0,2.0,1392307701.0,Myanmar
11.4883,93.5434,139.49,4.2,mb,150.0,0.8,0.9,usb000my2k,"89 km ESE of Port Blair, India",8.0,0.128,18.0,2014.0,2.0,1392272618.0,India
33.8784,89.2216,10.0,5.2,mb,28.0,4.467,0.66,usc000mmqn,western Xizang,1.8,0.048,147.0,2014.0,2.0,1392081326.0,western Xizang
23.7689,96.0719,51.92,4.1,mb,98.0,4.232,0.47,usc000mluk,"104 km NNW of Mogok, Myanmar",12.1,0.158,11.0,2014.0,2.0,1391988270.0,Myanmar
8.7287,92.067,30.02,4.0,mb,206.0,2.983,0.51,usc000mvj2,"Nicobar Islands, India region",8.0,0.211,8.0,2014.0,2.0,1391833602.0,India region
32.0483,90.3587,32.55,4.7,mb,28.0,2.429,1.36,usc000mjyn,"172 km WNW of Nagqu, China",4.1,0.076,60.0,2014.0,2.0,1391763403.0,China
11.8466,94.8755,61.21,4.5,mb,109.0,2.096,1.2,usc000mjuy,"232 km E of Port Blair, India",6.5,0.105,35.0,2014.0,2.0,1391742920.0,India
11.9395,95.1092,36.09,4.1,mb,130.0,2.333,0.29,usc000mvfg,"259 km E of Port Blair, India",5.1,0.198,11.0,2014.0,2.0,1391738700.0,India
12.2849,95.0592,34.18,5.2,mb,45.0,2.35,0.73,usc000mftb,"261 km ENE of Port Blair, India",0.8,0.042,192.0,2014.0,2.0,1391384641.0,India
22.7971,96.0226,13.81,4.4,mb,128.0,3.91,0.89,usc000mfqb,"41 km NE of Shwebo, Myanmar",5.1,0.155,15.0,2014.0,2.0,1391359524.0,Myanmar
22.8394,94.3778,90.83,4.7,mb,28.0,2.53,1.15,usc000mdkf,"72 km E of Falam, Myanmar",6.5,0.057,100.0,2014.0,1.0,1391084234.0,Myanmar
23.8428,93.9581,59.11,5.1,mb,19.0,2.425,0.68,usc000mcu0,"50 km WNW of Mawlaik, Myanmar",4.4,0.043,180.0,2014.0,1.0,1391003210.0,Myanmar
14.2125,93.228,39.11,4.3,mb,118.0,2.584,0.63,usc000mnww,"283 km NNE of Bamboo Flat, India",5.8,0.178,10.0,2014.0,1.0,1390853566.0,India
34.7881,73.1097,28.1,4.6,mb,58.0,1.142,0.66,usb000m8su,Pakistan,4.9,0.12,21.0,2014.0,1.0,1390818803.0,Pakistan
23.0007,95.9078,12.43,5.2,mb,50.0,4.006,1.24,usb000m8ca,"52 km NNE of Shwebo, Myanmar",3.1,0.057,108.0,2014.0,1.0,1390739917.0,Myanmar
22.6167,95.7353,24.58,4.1,mb,77.0,3.889,1.15,usb000m7tx,"6 km NE of Shwebo, Myanmar",5.2,0.105,27.0,2014.0,1.0,1390605925.0,Myanmar
13.2429,95.7026,30.04,4.4,mb,93.0,6.049,0.95,usc000mkac,"284 km WSW of Dawei, Myanmar",6.0,0.203,8.0,2014.0,1.0,1390571341.0,Myanmar
23.8426,93.9346,70.85,4.0,mb,101.0,2.406,0.61,usc000mk9k,"52 km WNW of Mawlaik, Myanmar",5.4,0.156,13.0,2014.0,1.0,1390524695.0,Myanmar
34.2849,79.7826,43.74,4.2,mb,135.0,5.449,0.72,usb000m63t,"203 km E of Leh, India",7.0,0.186,8.0,2014.0,1.0,1390368121.0,India
22.1231,92.7127,32.08,4.1,mb,124.0,1.133,0.43,usc000mi0d,"49 km SW of Saiha, India",5.8,0.37,2.0,2014.0,1.0,1390223906.0,India
32.9228,93.8116,37.48,4.7,mb,32.0,3.947,1.11,usb000m4b1,"230 km NE of Nagqu, China",3.7,0.072,63.0,2014.0,1.0,1390145594.0,China
15.375,96.16,25.04,4.6,mb,67.0,4.06,0.97,usc000mem0,"113 km SSE of Pyapon, Myanmar",5.1,0.119,22.0,2014.0,1.0,1390006547.0,Myanmar
15.3763,96.5031,31.96,4.2,mb,83.0,3.852,0.8,usc000men3,"133 km SE of Pyapon, Myanmar",5.5,0.215,8.0,2014.0,1.0,1389997610.0,Myanmar
31.8719,90.2824,46.49,4.8,mb,67.0,6.432,0.84,usb000m292,"173 km WNW of Nagqu, China",4.5,0.069,65.0,2014.0,1.0,1389894454.0,China
32.947,87.1189,40.7,4.0,mb,136.0,4.713,1.2,usc000mefp,western Xizang,6.5,0.134,18.0,2014.0,1.0,1389732550.0,western Xizang
8.8629,93.6522,10.0,4.4,mb,120.0,2.915,0.77,usc000mef2,"Nicobar Islands, India region",1.6,0.155,12.0,2014.0,1.0,1389688567.0,India region
21.4081,93.9132,59.42,4.1,mb,96.0,1.592,0.63,usb000m8r0,"109 km WNW of Chauk, Myanmar",7.3,0.234,9.0,2014.0,1.0,1389405844.0,Myanmar
28.2474,93.3721,15.05,4.1,mb,65.0,2.444,1.19,usb000m7f8,"85 km NNW of Ziro, India",4.3,0.127,19.0,2014.0,1.0,1389390036.0,India
22.929,94.1357,52.67,4.2,mb,142.0,3.35,0.62,usb000m77k,"47 km E of Falam, Myanmar",9.5,0.166,13.0,2014.0,1.0,1389112330.0,Myanmar
7.9324,94.5915,53.85,4.4,mb,154.0,3.562,0.78,usb000m4np,"239 km NNW of Sabang, Indonesia",11.6,0.202,8.0,2014.0,1.0,1388725422.0,Indonesia
21.6226,94.0575,76.58,4.6,mb,78.0,2.472,0.71,usb000m2pu,"111 km WNW of Pakokku, Myanmar",7.3,0.103,38.69833601238588,2013.0,12.0,1388437697.0,Myanmar
24.1788,93.1207,38.13,4.2,mb,113.0,1.797,0.41,usb000m2pi,"27 km NE of Darlawn, India",5.7,0.215,14.763792042638954,2013.0,12.0,1388396653.0,India
11.7702,95.5246,21.93,4.1,mb,135.0,2.725,0.48,usc000m09m,"Andaman Islands, India region",2.1,0.303,-2.5714259776175936,2013.0,12.0,1388317793.0,India region
12.2956,95.1078,23.44,4.4,mb,88.0,2.398,1.07,usc000m09n,"266 km ENE of Port Blair, India",6.8,0.267,18.26364569346174,2013.0,12.0,1388317532.0,India
33.9646,89.2242,22.17,4.4,mb,45.0,4.546,0.95,usc000ltau,western Xizang,5.2,0.143,37.38459282321435,2013.0,12.0,1388243389.0,western Xizang
22.6063,94.3609,109.25,4.3,mb,49.0,2.512,0.87,usc000ly9a,"77 km E of Hakha, Myanmar",7.7,0.154,18.263545503433534,2013.0,12.0,1387977948.0,Myanmar
10.9511,91.8813,28.0,4.3,mb,176.0,1.098,0.75,usc000ly96,"123 km SW of Port Blair, India",6.6,0.137,9.982547067088774,2013.0,12.0,1387940281.0,India
20.5592,94.7299,93.96,4.8,mb,62.0,1.782,0.57,usc000lxnw,"18 km NW of Yenangyaung, Myanmar",9.1,0.16,50.91743887800533,2013.0,12.0,1387815408.0,Myanmar
31.7532,72.015,19.77,4.4,mb,95.0,2.167,1.35,usc000lnpq,"25 km WSW of Jahanian Shah, Pakistan",3.5,0.13,34.69777763155787,2013.0,12.0,1387526591.0,Pakistan
